DATE,GE,TSS,F,TSLA,YEAR
4/15/2014,25.82,28.969999,15.84,193.910004,2014
4/16/2014,26.120001,29.33,16.07,199.110001,2014
4/17/2014,26.559999,29.440001,16,198.119995,2014
4/21/2014,26.59,28.959999,15.98,204.380005,2014
4/22/2014,26.58,29.200001,16.1,218.639999,2014
4/23/2014,26.42,28.780001,16.23,207.990005,2014
4/24/2014,26.459999,29.389999,16.32,207.860001,2014
4/25/2014,26.6,29.790001,15.78,199.850006,2014
4/28/2014,26.780001,30.129999,15.97,198.509995,2014
4/29/2014,26.76,30.799999,16.120001,206.919998,2014
4/30/2014,26.889999,31.77,16.15,207.889999,2014
5/1/2014,26.77,31.809999,15.91,207.729996,2014
5/2/2014,26.68,32.330002,15.9,210.910004,2014
5/5/2014,26.58,32.700001,15.74,216.610001,2014
5/6/2014,26.190001,32.450001,15.56,207.279999,2014
5/7/2014,26.530001,32.389999,15.46,201.350006,2014
5/8/2014,26.440001,32.32,15.81,178.589996,2014
5/9/2014,26.42,32.139999,15.77,182.259995,2014
5/12/2014,26.85,32.529999,15.84,184.669998,2014
5/13/2014,26.92,32.16,15.86,190.160004,2014
5/14/2014,26.76,31.67,15.75,190.619995,2014
5/15/2014,26.6,31.02,15.69,188.589996,2014
5/16/2014,26.67,31.190001,15.76,191.559998,2014
5/19/2014,26.610001,31.17,15.92,196.089996,2014
5/20/2014,26.299999,30.68,15.77,195.300003,2014
5/21/2014,26.49,30.790001,15.91,199.449997,2014
5/22/2014,26.51,30.620001,15.91,204.880005,2014
5/23/2014,26.51,30.73,16.02,207.300003,2014
5/27/2014,26.57,30.709999,16.16,211.559998,2014
5/28/2014,26.66,30.610001,16.309999,210.240005,2014
5/29/2014,26.74,30.58,16.540001,210.240005,2014
5/30/2014,26.790001,30.26,16.440001,207.770004,2014
6/2/2014,26.83,30.540001,16.440001,204.699997,2014
6/3/2014,26.790001,30.370001,16.549999,204.940002,2014
6/4/2014,26.549999,30.59,16.790001,203.990005,2014
6/5/2014,26.77,30.790001,16.68,206.899994,2014
6/6/2014,27.18,31.15,17.08,208.169998,2014
6/9/2014,27.440001,31.030001,17,205.309998,2014
6/10/2014,27.41,30.969999,17.01,202.300003,2014
6/11/2014,27.15,30.700001,16.9,204.470001,2014
6/12/2014,26.959999,30.370001,16.52,203.520004,2014
6/13/2014,27.040001,30.49,16.559999,206.419998,2014
6/16/2014,26.82,30.08,16.629999,224.610001,2014
6/17/2014,26.870001,30.200001,16.790001,231.669998,2014
6/18/2014,26.889999,30.66,16.83,227.119995,2014
6/19/2014,26.93,30.51,16.780001,227.789993,2014
6/20/2014,26.969999,30.85,16.67,229.589996,2014
6/23/2014,26.68,30.76,16.879999,237.220001,2014
6/24/2014,26.58,30.780001,16.969999,232.5,2014
6/25/2014,26.42,31.16,17.200001,236.889999,2014
6/26/2014,26.290001,31.16,17.200001,235.600006,2014
6/27/2014,26.43,31.450001,17.280001,239.059998,2014
6/30/2014,26.280001,31.41,17.24,240.059998,2014
7/1/2014,26.4,31.91,17.209999,239.720001,2014
7/2/2014,26.610001,31.809999,17.219999,229.429993,2014
7/3/2014,26.860001,32.060001,17.32,229.25,2014
7/7/2014,26.75,32.049999,17.32,222.660004,2014
7/8/2014,26.370001,31.879999,17.110001,219.070007,2014
7/9/2014,26.32,31.969999,17.43,223.059998,2014
7/10/2014,26.200001,31.690001,17.299999,219.460007,2014
7/11/2014,26.549999,31.67,17.469999,218.130005,2014
7/14/2014,26.66,31.889999,17.549999,226.699997,2014
7/15/2014,26.610001,31.74,17.540001,219.580002,2014
7/16/2014,27.02,31.860001,17.799999,217.160004,2014
7/17/2014,26.610001,31.27,17.74,215.399994,2014
7/18/2014,26.459999,31.74,17.719999,220.020004,2014
7/21/2014,25.98,31.58,17.700001,220.539993,2014
7/22/2014,26.02,31.92,17.82,219.580002,2014
7/23/2014,25.91,32.25,17.780001,222.490005,2014
7/24/2014,25.940001,32.41,17.84,223.539993,2014
7/25/2014,25.790001,32.25,17.620001,223.570007,2014
7/28/2014,25.59,32.330002,17.639999,224.820007,2014
7/29/2014,25.450001,32.330002,17.57,225.009995,2014
7/30/2014,25.639999,32.32,17.459999,228.919998,2014
7/31/2014,25.15,32,17.02,223.300003,2014
8/1/2014,25.35,31.959999,16.809999,233.270004,2014
8/4/2014,25.27,32.099998,17.02,238.520004,2014
8/5/2014,25.02,31.85,16.870001,238.490005,2014
8/6/2014,25.440001,31.58,16.98,248.929993,2014
8/7/2014,25.5,31.5,16.82,252.389999,2014
8/8/2014,25.66,31.540001,17.09,248.130005,2014
8/11/2014,25.790001,31.379999,17.17,259.320007,2014
8/12/2014,25.610001,31.16,17.209999,259.959991,2014
8/13/2014,25.83,31.34,17.42,260.309998,2014
8/14/2014,25.879999,31.469999,17.43,261.380005,2014
8/15/2014,25.639999,31.030001,17.309999,262.01001,2014
8/18/2014,26.07,31.73,17.43,259.940002,2014
8/19/2014,26.049999,31.65,17.360001,256.76001,2014
8/20/2014,26.360001,31.379999,17.41,255.710007,2014
8/21/2014,26.43,31.68,17.4,254.339996,2014
8/22/2014,26.15,31.51,17.17,256.779999,2014
8/25/2014,26.200001,31.57,17.23,262.549988,2014
8/26/2014,26.01,31.75,17.190001,261.73999,2014
8/27/2014,26.129999,31.389999,17.360001,263.25,2014
8/28/2014,26.01,31.26,17.42,263.859985,2014
8/29/2014,25.98,31.459999,17.41,269.700012,2014
9/2/2014,25.85,31.290001,17.6,284.119995,2014
9/3/2014,25.950001,31.389999,17.469999,281.190002,2014
9/4/2014,25.959999,31.18,17.27,286.040009,2014
9/5/2014,26.1,31.469999,17.139999,277.390015,2014
9/8/2014,26.08,31.42,16.799999,282.109985,2014
9/9/2014,25.9,31.01,16.629999,278.480011,2014
9/10/2014,25.950001,31.629999,16.629999,281.100006,2014
9/11/2014,26.02,31.700001,16.66,280.309998,2014
9/12/2014,25.870001,31.75,16.59,279.200012,2014
9/15/2014,25.92,31.82,16.469999,253.860001,2014
9/16/2014,26.209999,31.68,16.52,260.73999,2014
9/17/2014,26.27,31.57,16.530001,261.380005,2014
9/18/2014,26.209999,31.75,16.58,263.820007,2014
9/19/2014,26.290001,31.790001,16.65,259.320007,2014
9/22/2014,26.08,31.48,16.360001,250.029999,2014
9/23/2014,26.02,31.09,16.17,250.410004,2014
9/24/2014,25.93,31.5,16.41,252.139999,2014
9/25/2014,25.549999,30.969999,16.200001,246.949997,2014
9/26/2014,25.629999,30.85,16.33,246.600006,2014
9/29/2014,25.42,30.629999,15.11,245.259995,2014
9/30/2014,25.620001,30.959999,14.79,242.679993,2014
10/1/2014,25.16,30.57,14.59,240.240005,2014
10/2/2014,25.120001,30.5,14.56,251.419998,2014
10/3/2014,25.4,30.799999,14.59,255.210007,2014
10/6/2014,25.219999,30.719999,14.52,260.619995,2014
10/7/2014,24.809999,30.02,14.1,259.570007,2014
10/8/2014,25.25,30.219999,14.21,259.279999,2014
10/9/2014,24.780001,29.6,13.84,257.01001,2014
10/10/2014,24.27,29.18,13.79,236.910004,2014
10/13/2014,23.950001,29.15,13.54,224.589996,2014
10/14/2014,24.1,29.17,13.78,227.059998,2014
10/15/2014,24.280001,29.200001,13.62,229.699997,2014
10/16/2014,24.25,28.83,13.98,226.350006,2014
10/17/2014,24.82,29.290001,14.02,227.479996,2014
10/20/2014,25.030001,29.85,14.17,230.470001,2014
10/21/2014,25.450001,30.57,14.26,235.339996,2014
10/22/2014,25.190001,30.48,14.13,231.100006,2014
10/23/2014,25.440001,30.74,14.4,235.289993,2014
10/24/2014,25.639999,30.92,13.78,235.240005,2014
10/27/2014,25.52,30.66,13.82,221.669998,2014
10/28/2014,25.879999,31.129999,14.16,242.770004,2014
10/29/2014,25.66,32.52,13.91,238.100006,2014
10/30/2014,25.67,32.669998,13.95,238.660004,2014
10/31/2014,25.809999,33.790001,14.09,241.699997,2014
11/3/2014,25.700001,33.790001,13.99,242.589996,2014
11/4/2014,25.700001,33.77,13.95,238.929993,2014
11/5/2014,25.82,33.849998,13.94,230.970001,2014
11/6/2014,26.360001,33.91,14.19,241.220001,2014
11/7/2014,26.41,33.860001,14.17,240.199997,2014
11/10/2014,26.469999,33.810001,14,241.929993,2014
11/11/2014,26.379999,33.740002,14.37,251.080002,2014
11/12/2014,26.52,33.73,14.58,249.100006,2014
11/13/2014,26.42,33.290001,14.93,251.699997,2014
11/14/2014,26.459999,32.779999,15.14,258.679993,2014
11/17/2014,26.610001,32.880001,15.54,253.979996,2014
11/18/2014,27.01,32.77,15.5,257.700012,2014
11/19/2014,26.92,32.349998,15.44,247.740005,2014
11/20/2014,26.85,32.529999,15.46,248.710007,2014
11/21/2014,26.99,32.810001,15.43,242.779999,2014
11/24/2014,27,32.959999,15.67,246.720001,2014
11/25/2014,26.860001,33.009998,15.68,248.089996,2014
11/26/2014,26.870001,32.98,15.61,248.440002,2014
11/28/2014,26.49,32.990002,15.73,244.520004,2014
12/1/2014,26.02,32.970001,15.77,231.639999,2014
12/2/2014,26.049999,33.529999,15.9,231.429993,2014
12/3/2014,26.379999,33.540001,16.01,229.300003,2014
12/4/2014,26.09,33.43,15.81,228.279999,2014
12/5/2014,26.01,33.630001,15.7,223.710007,2014
12/8/2014,25.690001,33.330002,15.43,214.360001,2014
12/9/2014,25.58,33.490002,15.43,216.889999,2014
12/10/2014,25.27,32.720001,15.16,209.839996,2014
12/11/2014,25.41,33.080002,15.28,208.880005,2014
12/12/2014,24.889999,32.34,14.99,207,2014
12/15/2014,24.59,32.34,14.28,204.039993,2014
12/16/2014,24.49,32.25,14.09,197.809998,2014
12/17/2014,24.66,32.93,14.45,205.820007,2014
12/18/2014,25.139999,34.060001,14.81,218.259995,2014
12/19/2014,25.620001,34.18,15.03,219.289993,2014
12/22/2014,25.709999,34.16,15.22,222.600006,2014
12/23/2014,25.879999,34.360001,15.33,220.970001,2014
12/24/2014,25.83,34.299999,15.3,222.259995,2014
12/26/2014,25.780001,34.41,15.45,227.820007,2014
12/29/2014,25.700001,34.27,15.52,225.710007,2014
12/30/2014,25.57,34.060001,15.5,222.229996,2014
12/31/2014,25.27,33.959999,15.5,222.410004,2014
1/2/2015,25.059999,34.169998,15.36,219.309998,2015
1/5/2015,24.6,33.869999,14.76,210.089996,2015
1/6/2015,24.07,33.34,14.62,211.279999,2015
1/7/2015,24.08,33.689999,15.04,210.949997,2015
1/8/2015,24.370001,34.52,15.42,210.619995,2015
1/9/2015,24.030001,33.849998,15.21,206.660004,2015
1/12/2015,23.98,33.66,15.22,202.210007,2015
1/13/2015,23.860001,33.869999,15.21,204.25,2015
1/14/2015,23.780001,33.630001,15.11,192.690002,2015
1/15/2015,23.58,33.27,14.86,191.869995,2015
1/16/2015,23.59,34.130001,15.02,193.070007,2015
1/20/2015,23.85,34.189999,15.01,191.929993,2015
1/21/2015,24.040001,34.099998,14.97,196.570007,2015
1/22/2015,24.280001,34.630001,15.03,201.619995,2015
1/23/2015,24.48,34.860001,14.91,201.289993,2015
1/26/2015,24.59,34.860001,15.08,206.550003,2015
1/27/2015,24.379999,34.220001,14.85,205.979996,2015
1/28/2015,23.84,36.419998,14.46,199.369995,2015
1/29/2015,24.08,36.700001,14.85,205.199997,2015
1/30/2015,23.889999,35.369999,14.71,203.600006,2015
2/2/2015,24.209999,35.849998,15.27,210.940002,2015
2/3/2015,24.469999,36.57,15.65,218.360001,2015
2/4/2015,24.16,36.139999,15.87,218.550003,2015
2/5/2015,24.5,36.599998,15.85,220.990005,2015
2/6/2015,24.52,36.48,15.86,217.360001,2015
2/9/2015,24.639999,36.07,15.92,217.479996,2015
2/10/2015,24.719999,36.490002,16.09,216.289993,2015
2/11/2015,24.77,36.52,16.25,212.800003,2015
2/12/2015,24.889999,36.919998,16.360001,202.880005,2015
2/13/2015,25.15,37.09,16.299999,203.770004,2015
2/17/2015,25.17,37.130001,16.110001,204.350006,2015
2/18/2015,25.25,37.259998,16.209999,204.460007,2015
2/19/2015,25.01,37.52,16.43,211.710007,2015
2/20/2015,25.209999,38.029999,16.4,217.110001,2015
2/23/2015,25.17,37.900002,16.379999,207.339996,2015
2/24/2015,25.389999,38.040001,16.360001,204.110001,2015
2/25/2015,25.91,38.330002,16.51,203.759995,2015
2/26/2015,25.889999,38.400002,16.379999,207.190002,2015
2/27/2015,25.99,38.200001,16.34,203.339996,2015
3/2/2015,26.110001,38.73,16.57,197.330002,2015
3/3/2015,25.860001,38.169998,16.17,199.559998,2015
3/4/2015,25.66,38.119999,16.030001,202.440002,2015
3/5/2015,25.82,38.080002,16.110001,200.630005,2015
3/6/2015,25.42,37.490002,15.93,193.880005,2015
3/9/2015,25.639999,37.830002,16.030001,190.880005,2015
3/10/2015,25.17,37.150002,15.72,190.320007,2015
3/11/2015,25.190001,37.41,15.75,193.740005,2015
3/12/2015,25.4,38.040001,16.17,191.070007,2015
3/13/2015,25.040001,37.900002,16.200001,188.679993,2015
3/16/2015,25.450001,38.380001,16.49,195.699997,2015
3/17/2015,25.309999,38.459999,16.389999,194.729996,2015
3/18/2015,25.639999,39.02,16.459999,200.710007,2015
3/19/2015,25.33,38.720001,16.34,195.649994,2015
3/20/2015,25.4,38.5,16.48,198.080002,2015
3/23/2015,25.469999,38.93,16.57,199.630005,2015
3/24/2015,25.27,38.759998,16.559999,201.720001,2015
3/25/2015,24.91,38.060001,16.18,194.300003,2015
3/26/2015,24.799999,37.880001,16.01,190.410004,2015
3/27/2015,24.860001,37.75,15.98,185,2015
3/30/2015,25.120001,38.389999,16.16,190.570007,2015
3/31/2015,24.809999,38.150002,16.139999,188.770004,2015
4/1/2015,24.84,37.959999,15.91,187.589996,2015
4/2/2015,24.940001,38.139999,16.030001,191,2015
4/6/2015,25.18,38.150002,16,203.100006,2015
4/7/2015,25.02,38.18,15.9,203.25,2015
4/8/2015,25.01,38.5,15.98,207.669998,2015
4/9/2015,25.73,38.27,15.95,210.089996,2015
4/10/2015,28.51,38.259998,16.030001,210.899994,2015
4/13/2015,27.629999,37.970001,15.87,209.779999,2015
4/14/2015,27.73,37.889999,15.97,207.460007,2015
4/15/2015,27.459999,38.080002,16.07,207.830002,2015
4/16/2015,27.280001,38.450001,15.94,206.699997,2015
4/17/2015,27.25,38.110001,15.76,206.789993,2015
4/20/2015,27.02,38.16,15.91,205.270004,2015
4/21/2015,26.620001,38.099998,15.82,209.410004,2015
4/22/2015,26.91,38.259998,15.91,219.440002,2015
4/23/2015,26.85,38.580002,15.76,218.600006,2015
4/24/2015,26.799999,38.439999,15.77,218.429993,2015
4/27/2015,26.879999,38.23,15.9,231.550003,2015
4/28/2015,27.120001,38.389999,16.059999,230.479996,2015
4/29/2015,27.09,40.220001,16.02,232.449997,2015
4/30/2015,27.08,39.560001,15.8,226.050003,2015
5/1/2015,27.309999,39.860001,15.81,226.029999,2015
5/4/2015,27.27,40.290001,15.78,230.509995,2015
5/5/2015,26.92,40.209999,15.53,232.949997,2015
5/6/2015,26.809999,40.549999,15.48,230.429993,2015
5/7/2015,27.040001,40.66,15.51,236.800003,2015
5/8/2015,27.360001,41.110001,15.67,236.610001,2015
5/11/2015,26.92,40.98,15.65,239.490005,2015
5/12/2015,27.030001,41.080002,15.56,244.740005,2015
5/13/2015,27.209999,41,15.41,243.179993,2015
5/14/2015,27.41,41.330002,15.27,244.100006,2015
5/15/2015,27.27,41.400002,15.48,248.839996,2015
5/18/2015,27.309999,41.91,15.58,248.75,2015
5/19/2015,27.35,41.919998,15.5,247.139999,2015
5/20/2015,27.639999,41.84,15.3,244.350006,2015
5/21/2015,27.719999,41.68,15.51,245.619995,2015
5/22/2015,27.68,41.5,15.27,247.729996,2015
5/26/2015,27.52,40.779999,15.19,247.460007,2015
5/27/2015,27.52,41.330002,15.32,247.429993,2015
5/28/2015,27.629999,41.23,15.29,251.449997,2015
5/29/2015,27.27,41.200001,15.17,250.800003,2015
6/1/2015,27.280001,41.18,15.36,249.449997,2015
6/2/2015,27.33,41.299999,15.26,248.350006,2015
6/3/2015,27.530001,41.59,15.2,248.990005,2015
6/4/2015,27.26,41.07,15.05,245.919998,2015
6/5/2015,27.290001,41.439999,14.78,249.139999,2015
6/8/2015,27.24,40.959999,14.9,256.290009,2015
6/9/2015,27.33,40.880001,14.88,256,2015
6/10/2015,27.629999,41.740002,15.03,250.699997,2015
6/11/2015,27.51,41.860001,15.28,251.410004,2015
6/12/2015,27.389999,41.599998,15.23,250.690002,2015
6/15/2015,27.209999,41.16,15.05,250.380005,2015
6/16/2015,27.219999,41.75,15,253.119995,2015
6/17/2015,27.27,41.75,15.02,260.410004,2015
6/18/2015,27.370001,42.439999,15.14,261.890015,2015
6/19/2015,27.24,42.330002,15.11,262.51001,2015
6/22/2015,27.42,42.689999,15.13,259.790009,2015
6/23/2015,27.549999,42.529999,15.29,267.670013,2015
6/24/2015,27.26,42.349998,15.5,265.170013,2015
6/25/2015,27.040001,42.5,15.44,268.790009,2015
6/26/2015,27.09,42.720001,15.4,267.089996,2015
6/29/2015,26.639999,41.75,15.02,262.019989,2015
6/30/2015,26.57,41.77,15.01,268.26001,2015
7/1/2015,26.66,42.02,14.99,269.149994,2015
7/2/2015,26.780001,41.950001,14.87,280.019989,2015
7/6/2015,26.309999,42.049999,14.79,279.720001,2015
7/7/2015,26.469999,42.16,14.85,267.880005,2015
7/8/2015,25.889999,41.52,14.37,254.960007,2015
7/9/2015,26.02,41.740002,14.33,257.920013,2015
7/10/2015,26.27,42.34,14.48,259.149994,2015
7/13/2015,26.469999,42.700001,14.64,262.160004,2015
7/14/2015,26.66,43.119999,14.81,265.649994,2015
7/15/2015,26.77,43.189999,14.75,263.140015,2015
7/16/2015,27.040001,43.849998,14.57,266.679993,2015
7/17/2015,27.24,43.970001,14.69,274.660004,2015
7/20/2015,27.139999,44.720001,14.57,282.26001,2015
7/21/2015,26.85,45.279999,14.51,266.769989,2015
7/22/2015,26.629999,44.959999,14.42,267.869995,2015
7/23/2015,26.26,44.509998,14.61,267.200012,2015
7/24/2015,25.75,44.720001,14.39,265.410004,2015
7/27/2015,25.950001,43.939999,14.55,253.009995,2015
7/28/2015,26.1,44.779999,14.83,264.820007,2015
7/29/2015,26.26,46.830002,15.21,263.820007,2015
7/30/2015,26.120001,46.240002,15.1,266.790009,2015
7/31/2015,26.1,46.220001,14.83,266.149994,2015
8/3/2015,25.870001,46.540001,14.94,259.98999,2015
8/4/2015,25.9,47.07,14.91,266.279999,2015
8/5/2015,26.1,47.540001,14.8,270.130005,2015
8/6/2015,26.030001,46.720001,14.83,246.130005,2015
8/7/2015,25.790001,46.950001,14.8,242.509995,2015
8/10/2015,26.24,47.360001,14.99,241.139999,2015
8/11/2015,25.709999,47.07,14.7,237.369995,2015
8/12/2015,25.860001,47.259998,14.68,238.169998,2015
8/13/2015,25.790001,47.470001,14.71,242.509995,2015
8/14/2015,26.08,48.139999,14.78,243.149994,2015
8/17/2015,26.209999,48.23,14.68,254.990005,2015
8/18/2015,26.07,48.639999,14.83,260.720001,2015
8/19/2015,25.73,48.32,14.77,255.25,2015
8/20/2015,25.190001,47.470001,14.43,242.179993,2015
8/21/2015,24.59,45.669998,13.86,230.770004,2015
8/24/2015,23.870001,43.380001,13.19,218.869995,2015
8/25/2015,23.27,42.630001,12.9,220.029999,2015
8/26/2015,24.01,44.709999,13.21,224.839996,2015
8/27/2015,25.01,46.02,13.56,242.990005,2015
8/28/2015,25.16,46.360001,13.74,248.479996,2015
8/31/2015,24.82,45.830002,13.87,249.059998,2015
9/1/2015,23.879999,44.34,13.72,238.630005,2015
9/2/2015,24.57,45.23,13.87,247.690002,2015
9/3/2015,24.51,45.619999,13.84,245.570007,2015
9/4/2015,24,44.880001,13.56,241.929993,2015
9/8/2015,24.959999,46.279999,13.67,248.169998,2015
9/9/2015,24.549999,45.799999,13.53,248.910004,2015
9/10/2015,24.68,46.25,13.73,248.479996,2015
9/11/2015,24.950001,46.66,13.71,250.240005,2015
9/14/2015,24.77,46.700001,13.78,253.190002,2015
9/15/2015,25.299999,47.490002,14.31,253.570007,2015
9/16/2015,25.93,47.610001,14.64,262.25,2015
9/17/2015,25.35,47.48,14.6,262.070007,2015
9/18/2015,24.799999,46.310001,14.28,260.619995,2015
9/21/2015,25.09,47.150002,14.32,264.200012,2015
9/22/2015,25.110001,46.650002,13.92,260.940002,2015
9/23/2015,25.139999,46.75,13.68,261.059998,2015
9/24/2015,24.91,46.75,13.65,263.119995,2015
9/25/2015,24.92,46.52,13.53,256.910004,2015
9/28/2015,24.309999,44.77,13.12,248.429993,2015
9/29/2015,24.57,44.900002,13.15,246.649994,2015
9/30/2015,25.219999,45.43,13.57,248.399994,2015
10/1/2015,25.190001,45.82,13.67,239.880005,2015
10/2/2015,25.469999,46.209999,13.99,247.570007,2015
10/5/2015,26.82,46.59,14.19,246.149994,2015
10/6/2015,27.290001,46.360001,14.31,241.460007,2015
10/7/2015,27.77,47.07,14.75,231.960007,2015
10/8/2015,28.030001,47.650002,14.99,226.720001,2015
10/9/2015,28.07,48.200001,14.97,220.690002,2015
10/12/2015,28.09,48.970001,14.98,215.580002,2015
10/13/2015,27.870001,48.669998,14.94,219.25,2015
10/14/2015,27.6,48.02,15.01,216.880005,2015
10/15/2015,28.030001,48.439999,15.22,221.309998,2015
10/16/2015,28.98,49,15.28,227.009995,2015
10/19/2015,28.99,49.810001,15.36,228.100006,2015
10/20/2015,28.780001,49.48,15.38,213.029999,2015
10/21/2015,28.85,48.939999,15.41,210.089996,2015
10/22/2015,29.58,50.32,15.58,211.720001,2015
10/23/2015,29.51,51.220001,15.67,209.089996,2015
10/26/2015,29.549999,51.189999,15.68,215.259995,2015
10/27/2015,29.459999,51.650002,14.89,210.350006,2015
10/28/2015,29.389999,54.720001,14.97,212.960007,2015
10/29/2015,29.34,54.189999,14.73,211.630005,2015
10/30/2015,28.92,52.450001,14.81,206.929993,2015
11/2/2015,29.4,52.740002,14.75,213.789993,2015
11/3/2015,29.59,52.509998,14.81,208.350006,2015
11/4/2015,29.540001,52.529999,14.65,231.630005,2015
11/5/2015,29.639999,52.43,14.57,231.770004,2015
11/6/2015,29.92,52.66,14.52,232.360001,2015
11/9/2015,29.75,52.07,14.33,225.330002,2015
11/10/2015,30.120001,53.349998,14.28,216.5,2015
11/11/2015,30.67,53.560001,14.31,219.080002,2015
11/12/2015,30.16,53.07,14.04,212.940002,2015
11/13/2015,30.280001,52.889999,13.92,207.190002,2015
11/16/2015,30.360001,52.869999,14.04,214.309998,2015
11/17/2015,30.32,53.580002,14.15,214,2015
11/18/2015,30.52,54.360001,14.46,221.070007,2015
11/19/2015,30.27,54.48,14.57,221.800003,2015
11/20/2015,30.66,55.09,14.6,220.009995,2015
11/23/2015,30.59,55.720001,14.55,217.75,2015
11/24/2015,30.66,55.349998,14.55,218.25,2015
11/25/2015,30.360001,55.630001,14.55,229.639999,2015
11/27/2015,30.360001,55.93,14.53,231.610001,2015
11/30/2015,29.940001,55.959999,14.33,230.259995,2015
12/1/2015,30.17,56.369999,14.56,237.190002,2015
12/2/2015,29.969999,55.98,14.26,231.990005,2015
12/3/2015,30.030001,55.169998,13.98,232.710007,2015
12/4/2015,30.49,56.23,14.2,230.380005,2015
12/7/2015,30.370001,55.84,14.12,231.130005,2015
12/8/2015,30.190001,56.139999,13.97,226.720001,2015
12/9/2015,30.469999,55.299999,13.89,224.520004,2015
12/10/2015,30.65,56.09,13.96,227.070007,2015
12/11/2015,30.26,53.740002,13.64,217.020004,2015
12/14/2015,30.26,54.889999,13.62,218.580002,2015
12/15/2015,30.32,55.740002,13.87,221.089996,2015
12/16/2015,30.98,55.880001,14.36,234.509995,2015
12/17/2015,30.549999,52.790001,13.98,233.389999,2015
12/18/2015,30.280001,51.009998,13.8,230.460007,2015
12/21/2015,30.4,51.330002,13.73,232.559998,2015
12/22/2015,30.49,50.700001,14.2,229.949997,2015
12/23/2015,30.950001,50.950001,14.36,229.699997,2015
12/24/2015,30.83,50.959999,14.31,230.570007,2015
12/28/2015,30.9,50.75,14.18,228.949997,2015
12/29/2015,31.280001,51,14.23,237.190002,2015
12/30/2015,31.049999,50.150002,14.17,238.089996,2015
12/31/2015,31.15,49.799999,14.09,240.009995,2015
1/4/2016,30.709999,48.240002,13.97,223.410004,2016
1/5/2016,30.74,48.549999,13.72,223.429993,2016
1/6/2016,30.25,47.900002,13.11,219.039993,2016
1/7/2016,28.969999,46.450001,12.7,215.649994,2016
1/8/2016,28.450001,45.529999,12.54,211,2016
1/11/2016,28.58,45.459999,12.77,207.850006,2016
1/12/2016,28.639999,46.5,12.85,209.970001,2016
1/13/2016,28.24,44.950001,12.2,200.309998,2016
1/14/2016,29.059999,45.860001,12.19,206.179993,2016
1/15/2016,28.49,45.279999,11.97,204.990005,2016
1/19/2016,28.49,45.110001,11.95,204.720001,2016
1/20/2016,28,44.860001,11.9,198.699997,2016
1/21/2016,28.59,45.189999,12.01,199.970001,2016
1/22/2016,28.24,45.48,12.14,202.550003,2016
1/25/2016,28.040001,45.23,11.98,196.380005,2016
1/26/2016,28.309999,46,12.26,193.559998,2016
1/27/2016,28,39.220001,11.85,188.070007,2016
1/28/2016,28.209999,37.959999,11.71,189.699997,2016
1/29/2016,29.1,40.16,11.94,191.199997,2016
2/1/2016,28.639999,40.029999,12.07,196.940002,2016
2/2/2016,28.24,38.970001,11.51,182.779999,2016
2/3/2016,28.67,38.98,11.46,173.479996,2016
2/4/2016,29.18,39.73,11.53,175.330002,2016
2/5/2016,28.540001,38.849998,11.45,162.600006,2016
2/8/2016,28.17,38.349998,11.59,147.990005,2016
2/9/2016,28.280001,38.509998,11.35,148.25,2016
2/10/2016,28.299999,38.970001,11.34,143.669998,2016
2/11/2016,27.450001,38.459999,11.17,150.470001,2016
2/12/2016,28.26,39.380001,11.55,151.039993,2016
2/16/2016,28.860001,40.830002,11.87,155.169998,2016
2/17/2016,29.34,41.849998,12.27,168.679993,2016
2/18/2016,29.08,41.57,12.26,166.770004,2016
2/19/2016,29.02,42.790001,12.1,166.580002,2016
2/22/2016,29.41,43.150002,12.56,177.740005,2016
2/23/2016,29.219999,42.509998,12.42,177.210007,2016
2/24/2016,28.959999,43.700001,12.08,179,2016
2/25/2016,29.23,44.470001,12.39,187.429993,2016
2/26/2016,29.4,44.48,12.47,190.339996,2016
2/29/2016,29.139999,43.580002,12.51,191.929993,2016
3/1/2016,29.879999,44.66,13.09,186.350006,2016
3/2/2016,30.18,44.650002,13.22,188.339996,2016
3/3/2016,30.219999,45.860001,13.54,195.740005,2016
3/4/2016,30.459999,45.41,13.59,201.039993,2016
3/7/2016,30.290001,44.830002,13.62,205.289993,2016
3/8/2016,30.059999,43.880001,13.23,202.600006,2016
3/9/2016,30.049999,44.48,13.19,208.720001,2016
3/10/2016,29.940001,44.16,13.15,205.179993,2016
3/11/2016,30.34,44.790001,13.29,207.5,2016
3/14/2016,30.27,44.779999,13.27,215.149994,2016
3/15/2016,30.280001,44.439999,13.23,218.339996,2016
3/16/2016,30.17,45.349998,13.5,221.929993,2016
3/17/2016,30.959999,45.32,13.47,226.380005,2016
3/18/2016,30.92,45,13.64,232.740005,2016
3/21/2016,31.09,45.75,13.66,238.320007,2016
3/22/2016,31.059999,45.939999,13.59,234.240005,2016
3/23/2016,31.07,46.200001,13.26,222.580002,2016
3/24/2016,31.110001,45.98,13.06,227.75,2016
3/28/2016,31.49,45.68,13.09,230.259995,2016
3/29/2016,31.48,46.849998,13.2,230.130005,2016
3/30/2016,31.83,46.75,13.35,226.889999,2016
3/31/2016,31.790001,47.580002,13.5,229.770004,2016
4/1/2016,31.93,48.5,13.1,237.589996,2016
4/4/2016,31.23,48.41,12.8,246.990005,2016
4/5/2016,30.98,47.900002,12.77,255.470001,2016
